date,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,usdt_vol,log returns,volatility
2023-03-27,27968.05,28023.86,26508.14,27124.91,88039.46898,1679961599999,2407130888.03460520,1575264,43151.91539000,1179905180.61352780,0,2388062672.530292,-0.030610293346194695,
2023-03-28,27124.9,27520.0,26631.78,27261.07,78602.44341,1680047999999,2124533606.76555600,1521981,38972.61486000,1053473599.25876880,0,2142786711.9710488,0.0050071832660627535,
2023-03-29,27261.06,28650.0,27240.1,28348.6,89486.16008,1680134399999,2519887866.21115870,1704217,45742.08025000,1288220696.49267820,0,2536807357.643888,0.03911796908951359,
2023-03-30,28348.6,29184.68,27686.0,28028.53,98865.43256,1680220799999,2808471938.64244290,1843652,49100.20979000,1394972886.70623690,0,2771052742.470937,-0.011354726247077451,
2023-03-31,28028.53,28656.69,27511.71,28465.36,78198.12139,1680307199999,2203253311.77735070,1537349,39636.47111000,1117184234.18685750,0,2225937676.6900506,0.015464989442289578,
2023-04-01,28465.36,28819.71,28220.27,28452.73,30238.44753,1680393599999,860804237.45226890,822781,15171.37738000,431931567.48274810,0,860366383.190257,-0.0004437956441361024,
2023-04-02,28452.74,28530.0,27856.43,28171.87,37365.65692,1680479999999,1053600933.06768050,938464,17897.01839000,504647268.08636430,0,1052660429.2148404,-0.009920151427765589,
2023-04-03,28171.87,28500.99,27200.24,27800.0,79180.01405,1680566399999,2214361048.78236680,1651062,40534.82008000,1133865764.09162880,0,2201204390.59,-0.013287941665064196,
2023-04-04,27800.0,28444.44,27662.79,28165.47,49722.55691,1680652799999,1397141464.87503610,1102007,25083.95234000,704845402.41914090,0,1400459184.9718978,0.013060738888803769,
2023-04-05,28165.47,28775.0,27805.1,28170.01,60737.64732,1680739199999,1721098539.06605670,1262730,30556.88672000,865971090.17046820,0,1710980132.380873,0.00016117729039777373,
2023-04-06,28170.01,28182.05,27711.0,28033.82,40118.94963,1680825599999,1122713087.55618260,934548,19308.64369000,540384260.85680000,0,1124687412.5164866,-0.004846298430313922,
2023-04-07,28033.83,28100.0,27766.94,27906.33,24762.09387,1680911999999,691323748.92864130,655634,11983.13367000,334559478.47028190,0,691019163.0271971,-0.004558093631494842,0.1905019459948304
2023-04-08,27906.34,28154.99,27859.02,27938.38,19479.96735,1680998399999,545324518.68607540,624159,9729.24214000,272366679.34403870,0,544238730.211893,0.0011478259451553896,0.17549346005215322
2023-04-09,27938.38,28530.0,27800.0,28323.76,32531.16101,1681084799999,913915923.69519570,777589,16885.70757000,474454325.35692960,0,921404796.9685975,0.013699657615022787,0.17416236269859695
