gamma,runs,mean_rmse,mean_mae,mean_diracc,mean_strategy_return
0.05,352,0.03132144935648585,0.021932819656524008,47.31404958677686,-0.5884276063265587
0.01,352,0.03189065991934444,0.022558127232504614,47.90688392186326,-0.35349162459319877
0.005,352,0.03289536381203653,0.023583741031101627,48.98102930127723,-0.14968757534656224
