lags,runs,mean_rmse,mean_mae,mean_diracc,mean_strategy_return
14,352,0.03189065991934444,0.022558127232504614,47.90688392186326,-0.35349162459319877
7,704,0.03210840658426119,0.02275828034381282,48.147539444027046,-0.3690575908365604
