run_id,coin,timeframe,target,feature_combo,n_features,param_tag,lags,cov_lags,max_depth,max_leaves,min_child_weight,subsample,colsample_bytree,gamma,rmse,mae,direction_acc_pct,strategy_return_net,rmse_early,rmse_late,diracc_early,diracc_late,out_dir
20260407_104723,BTC,1d,log_ret_close,open__high__log_ret_vol__log_ret_close,3,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.0244266061133034,0.017206577177642585,47.93388429752066,0.07094572271648086,0.021125870363530627,0.02733158930271419,40.49586776859504,55.371900826446286,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__high__log_ret_vol__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,high__close__atr__log_ret_close,3,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.024452504203004165,0.017104437058017397,48.34710743801653,-0.45649872681139736,0.021336592982479342,0.027213961922070186,47.93388429752066,48.760330578512395,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__close__atr__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,open__close__log_ret_vol__log_ret_close,3,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.024463918333557873,0.017246564844485262,47.5206611570248,0.024035547697435433,0.021150077046079116,0.027379569781260178,41.32231404958678,53.71900826446281,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__close__log_ret_vol__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,high__close__log_ret_close,2,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.024478134946450934,0.017141646141602823,47.93388429752066,-0.47134630508534114,0.021317892178824672,0.027274633892416054,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__close__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,close__volatility__log_ret_close,2,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.024555001926773165,0.017146013404301844,52.47933884297521,0.41225947118320505,0.021515500109360562,0.027257650197545887,51.2396694214876,53.71900826446281,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_close__volatility__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,low__log_ret_vol__log_ret_close,2,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.024558282364816636,0.01732627161190863,45.867768595041326,-0.31762300441375846,0.021124713859215175,0.027567461431666315,41.32231404958678,50.413223140495866,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_low__log_ret_vol__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,open__low__log_ret_vol__log_ret_close,3,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.024558587838662577,0.01732603588020237,47.107438016528924,-0.030812651736201124,0.0211288304992078,0.027564850715981696,40.49586776859504,53.71900826446281,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__low__log_ret_vol__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,high__close__log_ret_vol__log_ret_close,3,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.024558815256534885,0.017265813407713597,47.5206611570248,-0.18622326676122986,0.021237513565093426,0.02748160896275351,41.32231404958678,53.71900826446281,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__close__log_ret_vol__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,high__low__log_ret_vol__log_ret_close,3,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.024569362619636253,0.017334810147355727,47.107438016528924,-0.030812651736201124,0.02112657993980509,0.027585771316339578,40.49586776859504,53.71900826446281,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__low__log_ret_vol__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,low__close__log_ret_vol__log_ret_close,3,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.024572970045231665,0.017337702034406027,45.867768595041326,-0.31762300441375846,0.021135840510170076,0.027585103944273232,41.32231404958678,50.413223140495866,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_low__close__log_ret_vol__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,high__log_ret_vol__atr__log_ret_close,3,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.02467513629823267,0.017229633107515192,47.5206611570248,-0.2649932754916637,0.021310437060119557,0.02763313183443748,45.45454545454545,49.586776859504134,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__log_ret_vol__atr__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,high__atr__log_ret_close,2,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.02467642453984063,0.017305812959489762,47.5206611570248,-0.42291095491466524,0.02142730814807264,0.0275449146244536,46.28099173553719,48.760330578512395,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__atr__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,close__atr__log_ret_close,2,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.02468812305745429,0.017316665735053176,47.5206611570248,-0.42291095491466524,0.021441133411998967,0.02755511999989973,46.28099173553719,48.760330578512395,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_close__atr__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,low__close__atr__log_ret_close,3,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.024698816474003987,0.017306336143501078,47.107438016528924,-0.40335887080936117,0.021297398086701676,0.0276854457282092,47.93388429752066,46.28099173553719,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_low__close__atr__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,volatility__log_ret_close,1,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.024702449818440803,0.01732123626612353,47.107438016528924,-0.4573169654532147,0.021561732987431612,0.02748660991544566,45.45454545454545,48.760330578512395,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_volatility__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
