Model_ID,Coin,TimeFrame,RMSE,Direction_Acc,Features
log_ret_close,BTC,1d,0.028876782715021008,47.52%,"['log_ret_vol', 'volatility', 'rsi', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.028893490525019952,50.83%,"['log_ret_vol', 'rsi', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.028948200392431348,47.52%,"['rsi', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.029005672182962787,45.45%,"['volatility', 'rsi', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.029022706281842833,47.52%,"['log_ret_vol', 'rsi', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.029074385707183247,47.52%,"['rsi', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.02908737016052686,47.52%,"['volatility', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.029151306417715676,47.11%,"['log_ret_vol', 'volatility', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.029153845922843098,47.52%,"['volatility', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.029155340943644265,47.52%,"['log_ret_vol', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.029155826113197992,47.52%,"['bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.029181654529937297,47.52%,"['log_ret_vol', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.029187581152155345,47.52%,"['log_ret_vol', 'volatility', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.02920937916436189,49.17%,"['bollinger_bands', 'log_ret_close']"
log_ret_close,BTC,1d,0.029223892058117578,54.55%,['log_ret_close']
log_ret_close,BTC,1d,0.02931881336908543,54.96%,"['log_ret_vol', 'log_ret_close']"
log_ret_close,BTC,1d,0.029432123564936356,52.89%,"['log_ret_vol', 'volatility', 'rsi', 'bollinger_bands', 'log_ret_close']"
log_ret_close,BTC,1d,0.029438452923354015,45.87%,"['volatility', 'log_ret_close']"
log_ret_close,BTC,1d,0.0295062876642735,50.00%,"['log_ret_vol', 'rsi', 'bollinger_bands', 'log_ret_close']"
log_ret_close,BTC,1d,0.029522084784365524,49.59%,"['volatility', 'rsi', 'bollinger_bands', 'log_ret_close']"
log_ret_close,BTC,1d,0.02967035865088188,47.52%,"['volatility', 'rsi', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.02982759664315799,47.52%,"['log_ret_vol', 'volatility', 'rsi', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.029838900832956733,47.52%,"['atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.029845554160189386,52.89%,"['log_ret_vol', 'volatility', 'rsi', 'macd', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.029997888483152248,46.69%,"['log_ret_vol', 'volatility', 'rsi', 'log_ret_close']"
log_ret_close,BTC,1d,0.030128773095382467,50.00%,"['volatility', 'rsi', 'macd', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.030251440427367254,45.45%,"['macd', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.030314721624090952,46.28%,"['rsi', 'log_ret_close']"
log_ret_close,BTC,1d,0.030334248946981984,47.52%,"['log_ret_vol', 'volatility', 'bollinger_bands', 'log_ret_close']"
log_ret_close,BTC,1d,0.030554953742940635,46.28%,"['log_ret_vol', 'rsi', 'log_ret_close']"
log_ret_close,BTC,1d,0.03055899423386538,48.76%,"['volatility', 'macd', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.030577247963842244,48.35%,"['log_ret_vol', 'bollinger_bands', 'log_ret_close']"
log_ret_close,BTC,1d,0.030581843376467875,47.52%,"['volatility', 'bollinger_bands', 'log_ret_close']"
log_ret_close,BTC,1d,0.030613800013173643,46.69%,"['volatility', 'rsi', 'log_ret_close']"
log_ret_close,BTC,1d,0.030643407056406835,47.52%,"['log_ret_vol', 'volatility', 'log_ret_close']"
log_ret_close,BTC,1d,0.030728142611366804,47.52%,"['rsi', 'bollinger_bands', 'log_ret_close']"
log_ret_close,BTC,1d,0.03076978276293617,54.55%,"['macd', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.032016875121991854,51.65%,"['log_ret_vol', 'rsi', 'macd', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.03223175962571413,48.76%,"['log_ret_vol', 'macd', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.03350565815511948,54.96%,"['log_ret_vol', 'volatility', 'macd', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.03359238998542961,49.59%,"['rsi', 'macd', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.034467078700974485,55.79%,"['macd', 'log_ret_close']"
log_ret_close,BTC,1d,0.03492172424624604,54.13%,"['volatility', 'macd', 'log_ret_close']"
log_ret_close,BTC,1d,0.03499509477275239,52.48%,"['log_ret_vol', 'macd', 'log_ret_close']"
log_ret_close,BTC,1d,0.03563875565381759,53.31%,"['macd', 'bollinger_bands', 'log_ret_close']"
log_ret_close,BTC,1d,0.036265225133579465,49.59%,"['volatility', 'macd', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.03682545125269049,50.41%,"['log_ret_vol', 'rsi', 'macd', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.03731004654833253,52.07%,"['log_ret_vol', 'macd', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.03772502003644477,56.20%,"['log_ret_vol', 'volatility', 'macd', 'bollinger_bands', 'log_ret_close']"
log_ret_close,BTC,1d,0.03903466341999278,47.93%,"['rsi', 'macd', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.039363991751331734,48.35%,"['volatility', 'rsi', 'macd', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.03940492928931406,50.00%,"['log_ret_vol', 'macd', 'bollinger_bands', 'log_ret_close']"
log_ret_close,BTC,1d,0.03946242144357275,50.00%,"['log_ret_vol', 'volatility', 'rsi', 'macd', 'atr', 'log_ret_close']"
log_ret_close,BTC,1d,0.039510711193391376,52.89%,"['volatility', 'rsi', 'macd', 'bollinger_bands', 'log_ret_close']"
log_ret_close,BTC,1d,0.039727683381221145,52.07%,"['log_ret_vol', 'rsi', 'macd', 'log_ret_close']"
