date,open,high,low,close,volume,log_ret_close,log_ret_vol,volatility,rsi,macd,bollinger_bands,atr
2023-04-25,27510.93,28399.99,27192.0,28300.79,52325.14637,0.028306339200071307,-0.014917705909065049,0.07677337988085298,47.551027348454944,-420.32464245949245,0.3595574461938332,970.8903079055491
2023-04-26,28300.8,30036.0,27235.0,28415.29,129228.40403,0.004037661120266378,0.904104346966907,0.05814300053308672,48.5037255414198,-340.1890979172326,0.3793798494026632,1113.0546816476983
2023-04-27,28415.29,29890.0,28378.86,29472.77,95430.82431,0.036539405650366064,-0.3031797803778833,0.06500889530945457,56.383603585483314,-208.0814000531925,0.600490168454047,1143.7861253813355
2023-04-28,29472.77,29599.54,28891.0,29311.7,54298.16578,-0.0054800325013619755,-0.5639111852460843,0.04723448285560934,55.00303645119382,-127.61462181839073,0.5493193000423248,1110.3786830163494
2023-04-29,29311.69,29448.88,29031.0,29230.45,20466.83058,-0.0027757795765595006,-0.9756848917477985,0.047260332277494065,54.28102163654398,-78.34878757361548,0.5199459484315369,1057.5073766549644
2023-04-30,29230.45,29969.39,29079.59,29233.21,39752.5372,9.441762633599637e-05,0.6638681127464725,0.04480916473088475,54.30296574061696,-45.68180232556625,0.5255409425629494,1044.7658416382067
2023-05-01,29233.2,29337.34,27666.95,28068.26,64433.65958,-0.040665991207925245,0.482962492860441,0.06646651572843049,44.57732490742726,-99.54751755040257,0.2713962245376789,1092.0824021726773
2023-05-02,28068.26,28879.88,27872.0,28669.86,50824.5224,0.021206996165195946,-0.23725719833467984,0.06361416204383334,49.59763789072217,-91.862540267707,0.4294242099883444,1085.7407431751967
2023-05-03,28669.85,29266.66,28113.69,29026.16,64615.79213,0.012351095602062045,0.24007987860980506,0.06448482443414975,52.35055918901642,-61.44674018766739,0.5347044424570406,1090.7844793564525
2023-05-04,29026.16,29379.83,28663.64,28838.16,42575.47501,-0.006497982228264476,-0.41718045762620193,0.051442570070277326,50.774701501005445,-52.974052113058235,0.5078305073941838,1062.781953255563
2023-05-05,28838.16,29677.0,28800.0,29505.61,58415.83048,0.022880904653343137,0.3163085394608558,0.057391784149622545,55.855351779128114,-3.985474750917149,0.7159149738317826,1048.9399980653927
2023-05-06,29505.6,29820.0,28300.0,28848.2,49249.28459,-0.0225328154308162,-0.1706920815431765,0.062093025627296274,50.34373941139644,-16.710771464010065,0.5485192351271395,1083.9293169087255
2023-05-07,28848.19,29138.29,28395.23,28430.1,30003.41028,-0.014599156258650936,-0.495583790219694,0.06327507800106394,47.15671105755346,-52.139755413167904,0.42835214397387467,1058.6822165053975
2023-05-08,28430.09,28631.01,27262.0,27668.79,68244.36179,-0.027143379896367392,0.8217837683155231,0.05503670132711157,41.94920011870416,-121.72574814562594,0.18765825623989213,1081.606723035237
2023-05-09,27668.8,27818.0,27353.0,27628.27,40113.31069,-0.0014655392981985926,-0.5313866028770757,0.0480920530186122,41.685346723424246,-162.7963080220569,0.20437004747794643,1036.1678284851191
2023-05-10,27628.28,28331.42,26777.0,27598.75,71155.11355,-0.0010690420309256154,0.5731539753063348,0.044052717757663236,41.48064753065727,-182.76792038717167,0.2149273050175671,1074.2725515991408
2023-05-11,27598.74,27630.14,26702.05,26968.62,47635.31365,-0.023096513964306453,-0.4012878223650329,0.04678476963203869,37.27312017574945,-226.38113828984606,0.019000037668425923,1063.5469043545465
2023-05-12,26968.61,27091.12,25811.46,26795.01,67207.93494,-0.006458291727408749,0.34421695044128064,0.028770252637780797,36.18411817431416,-252.87617128717278,0.022836649534163117,1079.372717328284
2023-05-13,26795.01,27045.45,26692.03,26775.28,22814.90421,-0.0007366023552286549,-1.080377304205589,0.02927389664996276,36.05519298305811,-256.85632615527277,0.059221964018373846,1026.3072574620378
2023-05-14,26775.27,27200.0,26560.53,26917.62,21594.8036,0.0053020169686401886,-0.054961304143507306,0.03270714469782791,37.777659135491604,-235.58758900363688,0.1240281814913397,998.0774697673318
2023-05-15,26917.61,27663.59,26726.0,27162.14,40430.08333,0.009043001164108944,0.6271214330703412,0.02732705186107618,40.73120437083428,-192.55043717407102,0.2169627383645494,993.6701631252645
2023-05-16,27162.15,27296.89,26852.11,27033.84,33270.45451,-0.004734677357133066,-0.1949043935503436,0.027358640236785598,39.6672420694579,-161.47898339230977,0.21159182379394223,953.7335968933997
2023-05-17,27033.85,27500.0,26544.71,27405.61,42958.97785,0.013658322391183475,0.2555759056607769,0.03217806685820558,44.214529989968206,-107.25487187091215,0.32701439617348327,953.846688416728
2023-05-18,27405.62,27485.33,26361.2,26821.28,49198.65143,-0.021552134669640566,0.13562055630901781,0.030954787559586444,39.21202968621889,-102.13325337451892,0.20159008856703697,966.2045881321184
2023-05-19,26821.28,27183.6,26630.0,26880.26,28754.13544,0.0021965859345858263,-0.5370846148727715,0.03030655512644252,39.9505499446744,-86.76928628307354,0.24255972050996125,936.2950244085944
2023-05-20,26880.26,27150.0,26825.11,27102.43,14434.54718,0.008231203535192577,-0.6891571552554279,0.031208974062329788,42.771048549997644,-55.17884874872976,0.32363829679161565,892.0214637887053
2023-05-21,27102.42,27277.55,26666.03,26747.78,21347.87279,-0.013171912518513906,0.3913276565468653,0.034081119204142196,39.57551989549772,-51.75953792149488,0.24548630632363994,871.7295346625723
2023-05-22,26747.78,27099.89,26538.21,26849.27,26458.83828,0.0037871532594397905,0.21463815337914305,0.03266737375284335,40.93548398348266,-36.948829841980796,0.29634695936194666,849.3205107787418
2023-05-23,26849.28,27495.83,26798.11,27219.61,38700.83858,0.013699036917122598,0.38027101557375964,0.035700124235347054,45.7349891667032,1.4669763307358608,0.4242565217160289,838.3727624479557
2023-05-24,27219.61,27219.61,26080.5,26329.01,54393.0657,-0.03326629631528988,0.34037540845224257,0.04569546618093236,37.78364700346586,-27.809407907203195,0.1705024578741088,860.0732841960967
2023-05-25,26329.0,26631.98,25871.89,26473.79,37435.44895,0.005483813844003649,-0.37361858858883146,0.04266841185786618,39.62139312577937,-31.84031321078055,0.20466919105187478,852.8639724485445
2023-05-26,26473.8,26932.16,26327.24,26705.92,35061.18713,0.008730076726596536,-0.06552334952401573,0.04387671618150936,42.551394593865226,-14.189491238822598,0.3035552150185634,834.9980181438768
2023-05-27,26705.93,26895.0,26551.0,26854.27,15095.6867,0.005539576292267867,-0.8426856848654101,0.04329985259070646,44.40807612043681,10.811428936344555,0.3995369662723994,799.640659102464
2023-05-28,26854.28,28261.32,26764.36,28065.0,43916.00855,0.04409840842612667,1.0678698590535216,0.05975111462892459,56.705961948975336,106.88262697571247,1.1551639458707512,849.8262254493252
2023-05-29,28065.01,28447.14,27524.6,27736.4,42385.41945,-0.011777618425210079,-0.035474490861236774,0.06264443665524201,53.26212798056914,143.98303579746909,0.936744247968671,855.0565549257432
2023-05-30,27736.39,28038.59,27554.0,27694.4,32686.75371,-0.001515403278954608,-0.2598345116882079,0.06192206775847815,52.820574796483086,160.13880764248995,0.9010654341889955,828.4221200429288
2023-05-31,27694.39,27835.51,26839.01,27210.35,46588.80573,-0.0176328110595243,0.35439038137491075,0.05267961338874356,47.892702253923396,133.7443875133161,0.6025693036032067,840.5003369206561
2023-06-01,27210.36,27350.0,26605.05,26817.93,39217.8088,-0.014526721963617817,-0.17222934213471142,0.05602802575565289,44.28555380312969,87.60675252956156,0.366828730622463,833.6369766639476
2023-06-02,26817.93,27300.0,26505.0,27242.59,36380.90269,0.015710863858149793,-0.07508696416170402,0.05744577856540801,48.7812652173586,83.4575272713609,0.6079823759449937,830.8628039357092
2023-06-03,27242.59,27333.29,26914.93,27069.22,16595.34117,-0.00638426849937801,-0.7849219820287789,0.05802716499809194,47.10994197043123,67.48823894352097,0.4988901219973621,801.2557248896529
2023-06-04,27069.22,27455.02,26951.0,27115.21,19258.41049,0.0016975360281126228,0.1488258703258616,0.030245216967613498,47.6225973228864,58.79272394546891,0.5281524937416199,779.929225996438
2023-06-05,27115.2,27129.33,25388.0,25728.2,65805.60305,-0.05250715845555831,1.2287571135530833,0.05679386927788972,36.220060368904846,-36.47261034214495,-0.1300384245734125,848.8870729992279
2023-06-06,25728.2,27355.33,25351.02,27230.08,68392.60438,0.05673457801927029,0.03855970824182009,0.08872402192293466,50.141093946483736,3.4410753003266734,0.6176088420435688,931.7367590830441
2023-06-07,27230.07,27391.77,26125.01,26339.34,59619.44364,-0.03325860556385685,-0.13728293924484447,0.09311791571607737,44.00626706361404,-26.709251283538492,0.1962172320955791,955.7529847094235
2023-06-08,26339.34,26810.0,26210.0,26498.61,31075.51083,0.006028639732694074,-0.6515616805606079,0.09284204640254214,45.29511686728602,-32.123752453220106,0.28612153214013075,930.2572864282847
2023-06-09,26498.62,26783.33,26269.91,26477.81,27934.7097,-0.0007852550651321621,-0.10655008500218344,0.09067069951699867,45.1489581712861,-33.168910561354494,0.29436147685825026,900.3909849397511
2023-06-10,26477.8,26533.87,25358.0,25841.21,64944.60108,-0.02433651927770164,0.8436646245364443,0.0929542524202908,40.80871395998616,-70.64397889404455,0.05937620067801649,920.1246315056918
2023-06-11,25841.22,26206.88,25634.7,25925.55,30014.29595,0.003258464490494717,-0.7718608155885089,0.09313038465439379,41.609579636102815,-82.81838571381832,0.13698515989295817,895.2051051224323
2023-06-12,25925.54,26106.48,25602.11,25905.19,29900.50893,-0.0007856342026855145,-0.003798298501648034,0.07606013504592495,41.463732080447,-84.98957507804516,0.16812801653056547,867.2191318189982
2023-06-13,25905.2,26433.21,25712.57,25934.25,41065.60853,0.0011211542039806233,0.3172954944623996,0.04053323494714408,41.777421435895484,-77.42954682237468,0.19581582449378906,856.7251059788914
2023-06-14,25934.24,26098.0,24820.56,25128.6,45077.31608,-0.031557849238028624,0.09320815479134659,0.03926185042711603,36.01512995310663,-117.25925362672655,-0.014977440856321734,886.8403584204958
2023-06-15,25128.6,25759.01,24800.0,25598.49,48664.86063,0.0185267256736541,0.07657807143339213,0.0454922439467446,41.116444383204986,-103.03474876470926,0.1752707163272164,892.0055557048672
2023-06-16,25598.49,26518.0,25175.56,26345.0,51596.91662,0.028745138290378947,0.05850469326657759,0.0568125022728743,48.184337402760825,-37.787704084598715,0.4205490358621433,924.2386831247428
2023-06-17,26345.01,26839.99,26181.0,26516.99,27842.2195,0.006507155969032397,-0.6169083595677165,0.049791841067696734,49.68286282351698,19.440523789631754,0.4997255060811359,905.2599606101995
2023-06-18,26516.99,26700.0,26255.85,26339.97,21538.31022,-0.006698102267959527,-0.2567203355249834,0.05087569969041813,48.13970513271067,46.325402634768466,0.4587570382442876,872.2712594042547
2023-06-19,26339.98,27068.09,26256.61,26844.35,35872.65974,0.01896781314400897,0.5101422180407162,0.05327198083012745,52.65226623996356,96.162079544692,0.6836992371401985,867.9226277609501
2023-06-20,26844.35,28402.74,26652.0,28307.99,69666.95525,0.053088726450114976,0.6637506674088698,0.07111673997228364,62.77474531935774,218.77053723944812,1.1517108533977878,931.0672894429323
