date,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,usdt_vol,log returns,volatility
2023-04-08,1863.73,1879.38,1847.0,1848.82,197905.5407,1680998399999,368792680.92965800,902787,97213.28820000,181198387.33443300,0,365891721.756974,-0.008026892640480732,0.16277614248572428
2023-04-09,1848.82,1873.99,1824.01,1858.92,287131.3079,1681084799999,529878494.84037300,953458,146393.82950000,270125898.84310500,0,533754130.88146806,0.005448076176833183,0.16197114241586252
2023-04-10,1858.91,1918.79,1846.4,1910.2,434739.7984,1681171199999,816212712.86294700,586284,218877.85860000,410947350.79718000,0,830439962.9036801,0.027212274694364602,0.16141771741028801
2023-04-11,1910.21,1937.37,1881.11,1889.86,405203.4892,1681257599999,774389695.84593200,590527,209441.71720000,400266668.51136100,0,765777866.099512,-0.01070519636464251,0.1489743902365826
2023-04-12,1889.86,1933.0,1852.65,1917.39,630844.4186,1681343999999,1195663632.07873200,801456,318566.11280000,603818547.58289400,0,1209574779.779454,0.014462133997453108,0.13958310358111062
2023-04-13,1917.4,2023.0,1899.55,2012.01,676164.5188,1681430399999,1333377092.12459100,911569,358627.74440000,706952043.88310200,0,1360449773.470788,0.04816933615275776,0.14592493575545196
2023-04-14,2012.0,2128.76,2009.22,2099.99,896307.3934,1681516799999,1877719501.12373200,1182309,463960.15560000,971826170.99483100,0,1882236563.0660658,0.04279836040920948,0.14582393404531097
2023-04-15,2099.99,2111.85,2071.13,2090.6,321823.7851,1681603199999,674260851.49151000,505299,159120.98000000,333402759.03928600,0,672804805.13006,-0.00448147669680754,0.14619861676909232
2023-04-16,2090.61,2141.54,2072.72,2118.67,319880.4393,1681689599999,673034613.41583500,529231,162518.13280000,341954921.31303200,0,677721090.3317311,0.01333742720520359,0.1329259867897601
2023-04-17,2118.66,2120.51,2056.25,2074.0,426972.7071,1681775999999,889433328.78650800,674817,206218.47990000,429616895.54751100,0,885541394.5254,-0.021309423514337844,0.13372557448048014
2023-04-18,2073.99,2125.0,2051.0,2103.5,414244.6135,1681862399999,867291463.56982800,636801,205943.01880000,431182409.02291400,0,871363544.49725,0.014123514241102697,0.13383183534717583
2023-04-19,2103.51,2104.6,1923.03,1933.73,775389.0602,1681948799999,1547934187.85902000,1116849,381226.96410000,760478525.51605500,0,1499393087.3805459,-0.08415184379536278,0.15814395351265725
2023-04-20,1933.74,1982.99,1914.43,1942.98,625336.2495,1682035199999,1218184973.29939600,869619,307551.80710000,598986977.59446400,0,1215015826.0535102,0.0047720967284679006,0.1539401824487896
2023-04-21,1942.98,1957.27,1825.0,1848.78,688876.6186,1682121599999,1306179482.09194200,868887,339964.18250000,644708261.74439500,0,1273581314.935308,-0.04969691488980299,0.15756799795710838
2023-04-22,1848.77,1887.31,1841.64,1874.16,331007.5879,1682207999999,616579601.31176500,451499,168125.14090000,313147831.35700900,0,620361180.938664,0.013634596948651989,0.15181512884409676
2023-04-23,1874.17,1882.01,1836.37,1862.0,344514.3444,1682294399999,641362428.68936600,463928,180537.42010000,336129438.63123800,0,641485709.2728,-0.006509380185517166,0.1471413252782864
2023-04-24,1862.01,1890.0,1806.0,1841.84,447864.0517,1682380799999,826968889.24123200,682824,216968.96130000,400599962.39540300,0,824893924.983128,-0.010886106900898085,0.14757872170880554
2023-04-25,1841.84,1877.86,1801.66,1866.1,457870.6047,1682467199999,839226421.37824600,631766,238370.89710000,436940670.14806300,0,854432335.43067,0.013085619603311116,0.1470802146928397
2023-04-26,1866.1,1964.72,1785.0,1866.01,897709.7298,1682553599999,1695903568.96090300,1182620,445589.98610000,842104509.42400100,0,1675135332.904098,-4.823008969001563e-05,0.14250091365918768
2023-04-27,1866.01,1940.96,1861.19,1908.68,727472.9466,1682639999999,1383094120.67767000,959609,378523.29340000,719109759.95745500,0,1388513063.7164881,0.022609442195173024,0.14056119827370264
2023-04-28,1908.68,1923.88,1873.94,1890.94,387630.7791,1682726399999,736203306.61415600,574483,201390.05560000,382298834.01980900,0,732986545.431354,-0.009337843733620232,0.14073586509787686
2023-04-29,1890.93,1918.0,1883.05,1907.8,182046.1406,1682812799999,346028241.29573700,335962,90910.25440000,172785540.85637000,0,347307627.03668004,0.008876685799819484,0.1409043499861074
2023-04-30,1907.79,1939.0,1866.16,1870.09,355336.4888,1682899199999,677913240.81466200,552933,176787.43370000,337334018.00262500,0,664511214.3399919,-0.019964187678360723,0.14187030421329772
2023-05-01,1870.08,1886.49,1806.12,1830.73,445519.1779,1682985599999,818821593.69484900,647788,220514.81130000,405281273.92910800,0,815625324.556867,-0.02127176363574179,0.14358957100249337
2023-05-02,1830.73,1881.87,1822.94,1870.08,373753.2027,1683071999999,690907892.11045500,563768,184439.10310000,340877324.21815800,0,698948389.3052161,0.021266416285220302,0.1442550336691756
2023-05-03,1870.09,1916.52,1842.64,1905.12,465185.2501,1683158399999,871222153.95979200,751579,239749.08060000,449104177.86407200,0,886233723.670512,0.018563788020639294,0.14509895877776735
2023-05-04,1905.12,1918.26,1866.71,1877.07,354528.6144,1683244799999,670584503.65961900,525802,172127.95090000,325526383.58993200,0,665475026.2318081,-0.01483294825820014,0.14239311970590296
2023-05-05,1877.07,1998.36,1875.65,1993.3,546608.875,1683331199999,1061183389.06811200,803612,281818.21880000,546945491.99312300,0,1089555470.5375,0.06007950628405556,0.15336194093935068
2023-05-06,1993.3,2019.0,1860.0,1896.33,608106.9915,1683417599999,1169939393.31277700,868626,309602.22270000,595756528.40079700,0,1153171531.191195,-0.049871117425896117,0.16053382309707998
2023-05-07,1896.33,1933.33,1867.59,1870.4,413268.8357,1683503999999,787566158.19845600,625667,198046.18760000,377209171.37210500,0,772978030.29328,-0.013768127585020551,0.16108983585087097
2023-05-08,1870.41,1883.97,1810.73,1847.56,625316.6168,1683590399999,1157603209.76185400,885693,308193.85070000,570302849.74666500,0,1155309968.535008,-0.012286462103440421,0.16136874046848632
2023-05-09,1847.55,1861.88,1830.99,1846.52,304396.186,1683676799999,561440259.79089500,517737,154195.20710000,284409845.64507900,0,562073645.37272,-0.0005630630779389634,0.16126985061780308
2023-05-10,1846.53,1887.47,1790.51,1840.84,639933.3855,1683763199999,1182254717.03221500,802140,315762.39530000,583244341.86798100,0,1178014973.3638198,-0.0030807973686073353,0.15876433553824276
2023-05-11,1840.83,1842.02,1772.68,1794.3,522096.0725,1683849599999,944525427.02794200,679625,256341.50350000,463715175.20427200,0,936796982.88675,-0.025607015449195636,0.16037525745339984
2023-05-12,1794.31,1818.63,1740.0,1807.45,565539.8309,1683935999999,1002104362.59441100,696930,272766.58150000,483569848.95791600,0,1022184967.3602049,0.007302038414394474,0.15978618864564217
2023-05-13,1807.45,1817.03,1785.23,1795.11,212895.4373,1684022399999,383397322.74478100,342566,107960.56180000,194416969.77728900,0,382170728.45160294,-0.006850710751213462,0.15116692486038555
2023-05-14,1795.12,1824.0,1789.82,1799.21,218101.0977,1684108799999,393557662.80186000,348092,112091.49980000,202267370.36955800,0,392409675.99281704,0.00228137827364705,0.14348037055428087
2023-05-15,1799.2,1846.7,1785.05,1816.2,388171.9261,1684195199999,708011632.17470900,503728,200878.52120000,366433193.42835400,0,704997852.18282,0.009398726600278628,0.14421704642034364
2023-05-16,1816.21,1832.64,1796.2,1824.21,311238.6786,1684281599999,565367254.10677700,466058,145796.26840000,264839999.72631800,0,567764709.888906,0.0044006103303644295,0.1433355983775288
2023-05-17,1824.21,1837.5,1783.68,1822.12,352097.9913,1684367999999,637776970.83385500,524718,174614.82380000,316362266.89123300,0,641564791.9075559,-0.0011463582445250253,0.14237545209793567
2023-05-18,1822.12,1831.92,1771.12,1800.56,293755.311,1684454399999,531357170.82715200,480171,142539.40530000,257898809.71807600,0,528924062.77415997,-0.01190293073122728,0.14126294767457087
2023-05-19,1800.56,1829.54,1796.81,1812.32,243116.4676,1684540799999,440291732.35087900,390917,125305.64520000,226950073.64205800,0,440604836.56083196,0.006510064842062846,0.11559501165025815
2023-05-20,1812.31,1828.87,1807.06,1819.42,127754.4349,1684627199999,232010582.30662800,272744,67168.56350000,122004402.44592800,0,232438973.945758,0.003909976510074742,0.1155447214442324
2023-05-21,1819.42,1828.98,1797.21,1804.91,161517.8053,1684713599999,292535613.87812400,308391,76815.25180000,139145313.56843900,0,291525101.96402305,-0.008007039934467386,0.10483767533549516
2023-05-22,1804.91,1828.27,1792.01,1817.35,237498.9423,1684799999999,430673377.91665300,411867,123914.68840000,224774189.86708500,0,431618702.78890496,0.006868667024692243,0.1040896081019253
2023-05-23,1817.36,1872.5,1815.24,1854.05,396869.6097,1684886399999,734581474.72246600,548587,222549.77690000,411731244.57850600,0,735816099.8642849,0.019993039425737713,0.10600169307870233
2023-05-24,1854.06,1854.09,1777.6,1799.89,420846.1445,1684972799999,761360360.59788700,554307,193455.11130000,349797434.17615900,0,757476767.0241051,-0.029646883572655547,0.10956887438027843
2023-05-25,1799.89,1818.81,1761.41,1805.6,350633.0089,1685059199999,628769352.44257100,482899,164410.16270000,294794104.35496200,0,633102960.86984,0.0031673945975407847,0.108717188268502
2023-05-26,1805.61,1838.2,1796.99,1827.79,275690.6854,1685145599999,501773973.87993700,375854,140633.10750000,255923842.59407100,0,503904677.867266,0.012214640261706933,0.10952832607364528
2023-05-27,1827.8,1836.12,1812.18,1829.89,138824.9406,1685231999999,253710138.25056300,276383,69580.64790000,127156321.87459000,0,254034370.55453402,0.001148268974181299,0.10687605889507173
2023-05-28,1829.89,1918.65,1823.6,1908.64,378392.4371,1685318399999,705699886.22948800,549727,194805.86070000,363152161.53674800,0,722214941.146544,0.04213509079442179,0.11500940163995825
2023-05-29,1908.64,1927.62,1873.65,1892.6,313593.4942,1685404799999,596236148.90988500,445895,158390.34480000,301175186.43959400,0,593507047.12292,-0.00843940145950306,0.11497876371441114
2023-05-30,1892.6,1917.0,1881.19,1900.59,272665.8402,1685491199999,519059196.24741600,422249,134288.16090000,255644547.73762700,0,518225969.22571796,0.004212819192870754,0.1132225462691866
2023-05-31,1900.58,1907.13,1846.95,1873.63,319255.5681,1685577599999,597360395.54403400,451133,149451.08700000,279624016.04226000,0,598166810.059203,-0.014286638596146872,0.11203983404653567
2023-06-01,1873.63,1889.2,1840.0,1861.78,270496.6097,1685663999999,504448237.27338000,422899,132786.93240000,247622735.20923100,0,503605178.0072659,-0.006344706338571093,0.1102022260348715
2023-06-02,1861.78,1910.0,1847.51,1906.68,313004.0658,1685750399999,591169483.09944700,456788,157874.04030000,298230534.99306600,0,596798592.179544,0.02383049035599072,0.11124822290129509
2023-06-03,1906.69,1907.92,1881.6,1892.06,148818.2427,1685836799999,282550389.94668800,292512,71248.10150000,135269927.94934600,0,281573044.282962,-0.007697327105709029,0.11048844881434627
2023-06-04,1892.05,1914.63,1884.22,1890.01,172683.0119,1685923199999,328166899.06235400,289973,85783.12010000,163026354.23802600,0,326372619.321119,-0.0010840625375854174,0.09153934331730966
2023-06-05,1890.0,1890.63,1778.0,1810.5,555361.2683,1686009599999,1017689609.36225600,688879,253634.64500000,464638835.75944900,0,1005481576.2571499,-0.042979069839285344,0.08798357923237912
2023-06-06,1810.49,1898.29,1797.18,1884.64,491407.2174,1686095999999,907660359.42596600,616201,254098.02440000,469823908.55393200,0,926125698.200736,0.04013377100477822,0.09634970771141844
2023-06-07,1884.65,1897.8,1821.18,1832.13,429196.7064,1686182399999,796856688.86671300,594071,201074.79930000,373411267.73444600,0,786344161.6966321,-0.028257596795300266,0.09976315869944082
2023-06-08,1832.12,1861.28,1828.31,1845.64,189270.4853,1686268799999,349160385.10498000,347990,89218.13060000,164597259.31850700,0,349325178.489092,0.007346876378127476,0.10005306212972626
2023-06-09,1845.65,1855.0,1827.0,1840.37,198324.3252,1686355199999,365037779.74288700,354623,92841.28830000,170881394.31631400,0,364990138.368324,-0.0028594624490203557,0.10004629280589679
2023-06-10,1840.37,1844.99,1715.03,1751.53,652324.6695,1686441599999,1148312156.52559600,877410,298962.65330000,525884490.13860500,0,1142566228.369335,-0.04947694667757574,0.10882666806178408
2023-06-11,1751.52,1778.25,1738.72,1752.76,219956.2434,1686527999999,385656545.95023800,378921,104970.10390000,184058191.29345500,0,385530505.18178403,0.0007019967243069303,0.10851779474422858
2023-06-12,1752.77,1759.33,1720.0,1742.57,302132.4819,1686614399999,525467514.61960900,467392,154579.04660000,268848228.17760000,0,526486998.984483,-0.005830653396786012,0.10846591910529874
2023-06-13,1742.57,1770.13,1724.22,1740.12,284268.0018,1686700799999,495907901.66849300,498880,147060.37350000,256562479.93400000,0,494660435.292216,-0.0014069586464220407,0.10841353269912224
2023-06-14,1740.12,1750.03,1630.43,1650.95,415847.327,1686787199999,705586390.23398100,572996,198035.00600000,335772562.74237700,0,686543144.51065,-0.052603196562220234,0.11937032513667968
2023-06-15,1650.95,1680.91,1626.01,1666.96,370774.7696,1686873599999,611499814.54217600,458568,192425.51560000,317419943.08694800,0,618066709.932416,0.009650728476360726,0.11982979433026757
2023-06-16,1666.96,1729.5,1649.86,1717.92,311734.5904,1686959999999,525393264.96220100,408176,158600.07400000,267168521.19164600,0,535535087.539968,0.030112648423880728,0.12432417563134918
2023-06-17,1717.91,1770.0,1714.26,1727.76,210914.9216,1687046399999,366944179.32063700,359758,107260.84850000,186631806.83369700,0,364410364.943616,0.005711515143331347,0.1241149358970565
2023-06-18,1727.75,1747.84,1712.0,1720.95,156535.0128,1687132799999,270948973.41748400,273858,79223.60390000,137159225.73341200,0,269388930.27816,-0.003949307915894984,0.12386793978819191
2023-06-19,1720.95,1752.19,1698.0,1737.11,245162.7589,1687219199999,422827205.77548900,366143,120432.59420000,207735564.79235500,0,425874680.11277896,0.009346348899017087,0.12424248062229001
2023-06-20,1737.1,1796.99,1714.72,1791.99,328855.6846,1687305599999,577529266.78921700,459724,168345.97910000,295848851.47750900,0,589306098.246354,0.03110392134988338,0.128229518895876
2023-06-21,1791.99,1901.0,1787.38,1889.11,613755.8869,1687391999999,1132377905.48890200,699689,301882.53500000,557089886.05291200,0,1159452383.501659,0.05277908451265123,0.13865697505414623
2023-06-22,1889.1,1933.17,1865.98,1872.01,416714.5719,1687478399999,791056016.14617600,536410,196874.68600000,373931527.58078600,0,780093845.7425189,-0.009093098771201902,0.13764555061544448
2023-06-23,1872.0,1936.42,1861.01,1892.63,401147.9324,1687564799999,760352485.33668100,531784,196520.65020000,372600003.36950400,0,759224611.298212,0.010954676254867124,0.1344520603554414
2023-06-24,1892.63,1906.0,1864.77,1874.96,226910.2941,1687651199999,427721477.76198000,356654,108047.87640000,203668990.45857100,0,425447725.02573603,-0.009380070314859879,0.13489271804662634
2023-06-25,1874.95,1930.0,1868.83,1898.8,338757.6158,1687737599999,644415530.04061600,482753,170334.26420000,323870595.29258300,0,643232960.8810401,0.01263478183354394,0.13492867513864515
2023-06-26,1898.8,1909.1,1837.18,1858.97,458743.861,1687823999999,859537162.35561400,518009,221834.27490000,415653994.57101500,0,852791075.28317,-0.021199536794378915,0.13678750906161347
2023-06-27,1858.97,1912.53,1855.19,1889.58,366634.5707,1687910399999,690855987.04133200,437184,195382.36640000,368354695.94773100,0,692785352.1033059,0.016332011253664902,0.1309781211762989
2023-06-28,1889.58,1890.19,1816.56,1828.02,337836.5792,1687996799999,626358502.58848000,437585,160645.26760000,297804857.12545500,0,617572023.509184,-0.033121168263168244,0.1348270676880306
2023-06-29,1828.03,1880.0,1827.84,1851.99,241844.8281,1688083199999,448678322.17682200,350823,123194.61910000,228587452.24364900,0,447894203.192919,0.013027322750231995,0.13547681526331543
2023-06-30,1851.99,1948.6,1825.01,1933.79,716538.1035,1688169599999,1353630452.61544500,824889,345435.65260000,653049175.24502700,0,1385634219.167265,0.04322107124698338,0.1416474284218332
2023-07-01,1933.8,1944.56,1909.44,1924.5,178373.3688,1688255999999,343093755.61273600,307019,88294.47030000,169850518.15340400,0,343279548.2556,-0.004815614146695069,0.1415730445529883
2023-07-02,1924.5,1959.2,1885.75,1937.48,255852.7832,1688342399999,491981842.96013900,381133,127341.96230000,244921036.01352000,0,495709650.394336,0.006721965869777691,0.13975405439225969
2023-07-03,1937.49,1976.16,1933.55,1955.54,322102.4295,1688428799999,631158998.81141600,404084,156608.64050000,306826484.73680200,0,629884184.9844301,0.00927821051935318,0.1397507070189738
2023-07-04,1955.55,1967.08,1931.58,1936.2,205525.0984,1688515199999,401186997.24983800,307691,93898.54220000,183304067.88205800,0,397937695.52208,-0.009939080826960378,0.1401737678394749
2023-07-05,1936.19,1942.5,1894.51,1910.36,267633.4783,1688601599999,512774138.21894900,362985,128057.05960000,245340739.07556300,0,511276291.605188,-0.01343558333034256,0.13358605925819286
2023-07-06,1910.35,1958.0,1846.0,1846.17,456362.741,1688687999999,868009586.22327000,519031,225559.18200000,429043301.00454300,0,842523201.55197,-0.03417848312536442,0.13218227156580115
2023-07-07,1846.17,1878.0,1826.0,1870.91,232944.3466,1688774399999,432733381.05496700,355260,115143.08730000,213926654.20575500,0,435817907.497406,0.013311720667936733,0.12972654902679825
2023-07-08,1870.92,1876.0,1842.8,1865.24,125819.8273,1688860799999,234001180.80462500,228589,62592.51970000,116432999.11736000,0,234684174.673052,-0.0030352123725823077,0.12959147463720425
2023-07-09,1865.24,1879.36,1856.15,1862.8,135046.3743,1688947199999,252189550.05161000,234925,67977.91700000,126943043.66060800,0,251564386.04604,-0.0013089990173966726,0.12956099698686613
2023-07-10,1862.81,1905.5,1846.63,1880.4,247868.1494,1689033599999,464186441.16338200,338462,123964.15400000,232197400.11132800,0,466091268.13176,0.009403788041753458,0.11906472901586224
2023-07-11,1880.41,1891.99,1862.38,1878.3,177771.6117,1689119999999,333339876.93269600,256360,85214.33010000,159785569.13999600,0,333908418.25611,-0.0011174077306010943,0.11910493512661355
2023-07-12,1878.31,1902.0,1864.37,1871.82,264406.8673,1689206399999,498567734.55913300,338468,127657.95260000,240728674.89619800,0,494922062.34948593,-0.0034558928510683984,0.11896069942774161
2023-07-13,1871.82,2012.63,1862.59,2004.49,548861.4207,1689292799999,1069502144.02619400,618276,275375.01890000,536826200.18952200,0,1100187229.1789432,0.06847844472655584,0.1359681417303458
2023-07-14,2004.49,2029.11,1898.39,1937.83,498724.0359,1689379199999,982369872.01990000,604687,233071.08200000,459199490.67721600,0,966442398.488097,-0.03382087398995903,0.12889044197672173
2023-07-15,1937.82,1946.37,1926.23,1931.41,135181.7663,1689465599999,261553961.16751500,242818,65759.39380000,127241697.85754400,0,261091415.249483,-0.0033184841941045207,0.12909412605902254
2023-07-16,1931.41,1943.55,1914.0,1922.11,148667.1051,1689551999999,286787440.45690100,253770,69691.91530000,134478359.19064900,0,285754529.3837609,-0.00482676516830427,0.1267441209681892
2023-07-17,1922.12,1936.18,1873.26,1911.2,277159.0349,1689638399999,528662412.29765800,391391,134997.43870000,257602038.11976900,0,529706347.50088006,-0.00569222393089408,0.12707355191914174
2023-07-18,1911.21,1917.19,1875.73,1897.21,215780.5006,1689724799999,409583830.87633300,315100,104433.40230000,198241004.72850600,0,409380923.543326,-0.00734693109649065,0.12732100152142822
2023-07-19,1897.21,1922.04,1882.17,1888.63,218045.0005,1689811199999,415268112.54340100,266831,108435.73970000,206536797.50756000,0,411806329.29431504,-0.004532687429923854,0.12739000939096165
2023-07-20,1888.64,1929.05,1878.0,1891.59,292907.5164,1689897599999,556981450.45530100,353180,146238.33710000,278124518.64556500,0,554060928.947076,0.0015660467406393153,0.12397665668749715
2023-07-21,1891.59,1905.74,1884.64,1891.73,165554.0428,1689983999999,313414135.89511100,260385,80526.66420000,152465025.97191100,0,313183549.38604397,7.400907143129132e-05,0.11220228942585372
2023-07-22,1891.73,1897.35,1851.18,1866.52,131901.6487,1690070399999,247820592.76861300,240897,63386.28070000,119075556.07967700,0,246197065.33152398,-0.013416019757593212,0.11264893711796485
2023-07-23,1866.52,1905.25,1857.82,1888.73,153501.0178,1690156799999,288736391.86133800,254227,77750.79530000,146207958.76945200,0,289921977.349394,0.011828910977324192,0.11274102533515552
2023-07-24,1888.74,1890.86,1833.19,1850.0,276504.5547,1690243199999,512402907.45784500,336366,132903.49640000,246198594.77742200,0,511533426.19499993,-0.020719006444616994,0.11426964782616364
2023-07-25,1850.0,1868.71,1845.45,1857.66,152251.21,1690329599999,282696600.92125700,248856,74772.69460000,138842172.88567400,0,282830982.7686,0.004131992091233272,0.11357693557322839
2023-07-26,1857.66,1888.0,1848.35,1872.0,272090.5333,1690415999999,507049348.71731100,319851,148093.90820000,275939339.56717600,0,509353478.3376,0.007689746873933423,0.1118518512930763
2023-07-27,1871.99,1886.11,1854.84,1861.28,163766.4259,1690502399999,306463587.40202000,252294,80701.93000000,151048244.46030900,0,304815173.199152,-0.005742954969080394,0.1107377681155005
2023-07-28,1861.29,1883.39,1856.52,1874.19,138695.7147,1690588799999,259228467.50226200,219389,70493.20350000,131768046.05069400,0,259942121.53359303,0.006912142997172133,0.10565906058038634
2023-07-29,1874.2,1886.58,1869.54,1880.46,72867.0269,1690675199999,136676328.67955000,166385,35883.35010000,67306690.35157900,0,137023529.404374,0.0033398616799527048,0.10494399266027511
2023-07-30,1880.45,1885.3,1848.17,1861.79,158657.5902,1690761599999,296504225.22149700,247858,82527.46300000,154244296.26924400,0,295387114.858458,-0.009978037223818959,0.09561453616826864
2023-07-31,1861.79,1877.4,1851.02,1856.14,168204.4534,1690847999999,313517086.16175500,246487,81667.85240000,152228050.61514500,0,312211014.133876,-0.003039327985911555,0.09556278114505234
2023-08-01,1856.13,1875.62,1813.8,1873.47,358476.0966,1690934399999,659100582.10844800,411508,170424.36490000,313392733.79441200,0,671594212.697202,0.009293263759436954,0.09581769475432159
2023-08-02,1873.48,1879.74,1821.21,1839.9,254213.0553,1691020799999,470466371.26278600,331270,122977.56270000,227628401.25795600,0,467726600.44647,-0.018081103995240433,0.0966487190846514
2023-08-03,1839.9,1859.12,1826.0,1835.81,171148.052,1691107199999,315081750.38648000,254918,84099.07300000,154854420.42163900,0,314195305.34212,-0.002225421313420739,0.09630307068171502
2023-08-04,1835.81,1851.31,1815.74,1830.23,187699.4552,1691193599999,344687096.60203800,256002,90965.14430000,167095446.03822700,0,343533173.890696,-0.0030441589885050746,0.09555919802529395
