min_child_weight,runs,mean_rmse,mean_mae,mean_diracc,mean_strategy_return
9,84,0.031472164233543966,0.022208727698035467,47.107438016528924,-0.5876551422441223
5,84,0.0318711498078693,0.022525567831025453,48.04702872884691,-0.49086929493028963
7,84,0.03251234757547185,0.023135112005672295,49.31129476584022,-0.23160640805228913
