lags,runs,mean_rmse,mean_mae,mean_diracc,mean_strategy_return
14,84,0.0318711498078693,0.022525567831025453,48.04702872884691,-0.49086929493028963
7,168,0.0319922559045079,0.02267191985185388,48.209366391184574,-0.40963077514820573
