cov_lags,runs,mean_rmse,mean_mae,mean_diracc,mean_strategy_return
14,168,0.03167165702070664,0.02236714776453046,47.57723337268792,-0.539262218587206
7,84,0.03251234757547185,0.023135112005672295,49.31129476584022,-0.23160640805228913
