Model_ID,Coin,TimeFrame,RMSE,Direction_Acc,Features
log_ret_close,ETH,1d,0.039182364321683476,45.04%,['log_ret_close']
log_ret_close,ETH,1d,0.03978256862585963,51.65%,"['macd', 'log_ret_close']"
log_ret_close,ETH,1d,0.0401350693076795,53.31%,"['log_ret_vol', 'log_ret_close']"
log_ret_close,ETH,1d,0.04042187781406057,51.65%,"['volatility', 'macd', 'log_ret_close']"
log_ret_close,ETH,1d,0.040682076376453706,46.28%,"['volatility', 'rsi', 'macd', 'log_ret_close']"
log_ret_close,ETH,1d,0.0406937488843427,55.79%,"['log_ret_vol', 'macd', 'log_ret_close']"
log_ret_close,ETH,1d,0.0407061906261864,52.48%,"['log_ret_vol', 'rsi', 'macd', 'log_ret_close']"
log_ret_close,ETH,1d,0.04089632467110626,49.17%,"['macd', 'bollinger_bands', 'log_ret_close']"
log_ret_close,ETH,1d,0.04090752418097681,50.41%,"['rsi', 'bollinger_bands', 'log_ret_close']"
log_ret_close,ETH,1d,0.04090838070080552,53.31%,"['log_ret_vol', 'rsi', 'macd', 'bollinger_bands', 'log_ret_close']"
log_ret_close,ETH,1d,0.04098797844628073,52.89%,"['log_ret_vol', 'bollinger_bands', 'log_ret_close']"
log_ret_close,ETH,1d,0.041396090071495084,48.76%,"['rsi', 'macd', 'log_ret_close']"
log_ret_close,ETH,1d,0.041502272101337556,50.83%,"['log_ret_vol', 'volatility', 'macd', 'log_ret_close']"
log_ret_close,ETH,1d,0.04151918872576314,49.17%,"['volatility', 'log_ret_close']"
log_ret_close,ETH,1d,0.041533177579849354,51.24%,"['bollinger_bands', 'log_ret_close']"
log_ret_close,ETH,1d,0.04171082197647296,51.65%,"['volatility', 'rsi', 'log_ret_close']"
log_ret_close,ETH,1d,0.04202548257824054,55.79%,"['log_ret_vol', 'rsi', 'log_ret_close']"
log_ret_close,ETH,1d,0.042150533352809286,46.28%,"['volatility', 'rsi', 'macd', 'bollinger_bands', 'log_ret_close']"
log_ret_close,ETH,1d,0.0423674651367194,52.89%,"['log_ret_vol', 'macd', 'bollinger_bands', 'log_ret_close']"
log_ret_close,ETH,1d,0.04236754531325885,49.17%,"['rsi', 'log_ret_close']"
log_ret_close,ETH,1d,0.0424126541223269,46.69%,"['log_ret_vol', 'rsi', 'macd', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,ETH,1d,0.0424517302300087,49.17%,"['rsi', 'macd', 'bollinger_bands', 'log_ret_close']"
log_ret_close,ETH,1d,0.04251161355417452,51.24%,"['log_ret_vol', 'volatility', 'log_ret_close']"
log_ret_close,ETH,1d,0.0427066634335471,45.45%,"['log_ret_vol', 'volatility', 'rsi', 'macd', 'log_ret_close']"
log_ret_close,ETH,1d,0.04273704437929955,50.00%,"['volatility', 'macd', 'bollinger_bands', 'log_ret_close']"
log_ret_close,ETH,1d,0.04277873484922326,52.48%,"['log_ret_vol', 'volatility', 'rsi', 'macd', 'bollinger_bands', 'log_ret_close']"
log_ret_close,ETH,1d,0.04284369362743805,50.83%,"['volatility', 'rsi', 'bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,ETH,1d,0.04308721053300516,48.35%,"['log_ret_vol', 'volatility', 'rsi', 'log_ret_close']"
log_ret_close,ETH,1d,0.04314407095675808,50.83%,"['bollinger_bands', 'atr', 'log_ret_close']"
log_ret_close,ETH,1d,0.04314828441677887,47.11%,"['atr', 'log_ret_close']"
log_ret_close,ETH,1d,0.04316325205330951,53.31%,"['log_ret_vol', 'macd', 'atr', 'log_ret_close']"
